StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,1,2,3,5,6,7,8,9,10,Q33_First Click,Q33_Last Click,Q33_Page Submit,Q33_Click Count,13,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,15,Q35_First Click,Q35_Last Click,Q35_Page Submit,Q35_Click Count,17,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,19,Q37_First Click,Q37_Last Click,Q37_Page Submit,Q37_Click Count,21,Q38_First Click,Q38_Last Click,Q38_Page Submit,Q38_Click Count,23,Q39_First Click,Q39_Last Click,Q39_Page Submit,Q39_Click Count,Q36,Q37,Q40_First Click,Q40_Last Click,Q40_Page Submit,Q40_Click Count,Q38,Q39,Q42_1,Q42_2,Q38 - Parent Topics,Q38 - Sentiment Polarity,Q38 - Sentiment Score,Q38 - Sentiment,Q38 - Topic Sentiment Label,Q38 - Topic Sentiment Score,Q38 - Topics
10/6/2020 11:47,10/6/2020 11:57,IP Address,24.0.207.212,100,607,TRUE,10/6/2020 11:57,R_3n63xipvTXNS2pn,,,,,40.78759766,-74.05999756,anonymous,EN,Female,23,College of Arts and Communication,The dog will run after his ball to play catch.,The test will be taken by the student in school.,The boy got his clothes all dirty outside playing baseball.,The friends drove their cars slow through the tunnel on their way to the party.,"When school ended for summer break, my family got ice cream, and brought it to the beach.",Prom might be ruined for the girl who can't leave school to go shopping. ,0,0,2.11,0,"3, 2, 0",0,0,2.11,0,"6,1,4",0,0,2.109,0,"4,7,6",0,0,2.007,0,"8,24,10",0,0,2.109,0,"11,33,18",0,0,2.008,0,"91,55, , ",0,0,2.108,0,he is jumping into the leaves ,"towel, dog",0,0,2.008,0,She is watching and laughing the girl drop her food and fall. ,"bat, purse",Everyday,Everyday,,1,1,Positive,,,Unknown
10/6/2020 13:06,10/6/2020 13:20,IP Address,47.18.25.2,100,826,TRUE,10/6/2020 13:20,R_2PopAGpRJCsxFa0,,,,,40.63150024,-74.51029968,anonymous,EN,Female,21,College of Science and Health,The dog likes to run and chase the ball. ,The student took a test at school. ,The boy changed his dirty clothes after baseball practice. ,"My friends drove to the party, but then had slow, tunnel vision when arriving. ",I skipped summer school to go to the beach with my family to get ice cream. ,The school had ruined prom dress shopping for the girl by canceling the dance. ,0,0,2.013,0,"3, 2, 1",0,0,2.009,0,"6, 1, 4",0,0,2.109,0,"4, 7, 6",0,0,2.109,0,"8, 24, 10",0,0,2.01,0,"11, 33, 18",0,0,2.008,0,"91, 55, 40",0,0,2.11,0,Jumping in the leaves ,towel dog ,0,0,2.01,0,"Hands on hips, laughing",bat purse ,Everyday,1-2 times per week,,0,1,Positive,,,Unknown
10/6/2020 14:11,10/6/2020 14:18,IP Address,172.58.239.83,100,382,TRUE,10/6/2020 14:18,R_SC38ofMsFl1XeKZ,,,,,40.78860474,-74.16339874,anonymous,EN,Female,23,College of Science and Health,The dog was running after the ball. ,The student is taking her history test this week at school. ,The boy who played baseball outside all day came back home with dirty clothes.,"On our way to our friends party, the cars in the Lincoln tunnel are moving so slow","Once school is done for the summer, our family is going to the beach and getting ice cream.",The girl shopping for her school prom dress ended up getting ruined.,0,0,1.501,0,5 4 2 ,0,0,0.755,0,"8,3,6 ",0,0,0.61,0,"6,9,8",0,0,0.644,0,"10,26,12",0,0,0.554,0,"13,35,.,",0,0,0.363,0,"93,57,42",0,0,0.857,0,Jumping in the leaves,Towel dog ,0,0,0.851,0,Bullying ,Bat ,3-4 times per week,Never,,0,-6,Negative,,,Unknown
10/6/2020 14:23,10/6/2020 14:38,IP Address,67.85.229.182,100,868,TRUE,10/6/2020 14:38,R_124omODOtUjChfC,,,,,40.63780212,-74.45140076,anonymous,EN,Female,21,College of Science and Health,The dog runs for the ball. ,School students take tests. ,The baseball boys clothes are dirty. ,The friends cars move slow through the tunnel on the way to the party. ,The Smith family goes to the beach in the summer and eat a lot of ice cream before school starts.,"The school girl went shopping for her prom dress, but the dress got ruined.",0,0,2.009,0,"3, 2, 0",0,0,1.243,0,"6,1,4",0,0,0.867,0,"4,7,6",0,0,2.111,0,"8, 24, 10",0,0,1.148,0,"11 ,33, 18",0,0,2.003,0,"91, 55, 40",0,0,2.009,0,He is jumping in the leaves. ,towel and dog ,0,0,2.106,0,She is watching the girl in the yellow sweater fall. ,bat and purse,1-2 times per week,Never,,0,0,Neutral,,,Unknown
10/6/2020 14:51,10/6/2020 15:07,IP Address,100.35.122.5,100,925,TRUE,10/6/2020 15:07,R_245xxgcLfhaegDw,,,,,41.00950623,-74.00789642,anonymous,EN,Female,20,College of Science and Health,My dog can run after the ball,The student took a test at school,The boy has dirty clothes from baseball practice ,The slow cars went through the tunnel after coming home from a friend’s party. ,The family went to the beach in the summer and ate ice cream. ,The girl went shopping for a prom dress but got her outfit ruined. ,1.545,1.545,2.012,1,"3, 0,2",0,0,2.109,0,"6,1,4",0,0,2.01,0," 4,7,6",0,0,2.11,0,"8,24,10",0,0,2.009,0,"11,33,18",0,0,2.108,0,"91,55,30",0,0,2.009,0,Jumping into a pile of leaves ,Dog and towel ,0,0,2.009,0,Laughing at the girl who is falling down. ,Bat and purse ,Everyday,3-4 times per week,,1,-5,Negative,,,Unknown
10/6/2020 15:11,10/6/2020 15:18,IP Address,174.225.129.195,100,380,TRUE,10/6/2020 15:18,R_3JwUKlNFvRf1dCy,,,,,40.83850098,-74.10410309,anonymous,EN,Female,22,College of Science and Health,The dog ran to the ball,The student took a test at school,The boy’s clothes got dirty at baseball,The friends car went slow through the tunnel to the party,The family went to the beach in the summer for ice cream before school. ,The school girl ruined her shirt while shopping for prom,0,0,2.01,0,"3, 2, 0",0,0,2.008,0,"6, 1, 4",0,0,2.008,0,"4, 7, 6",0,0,2.007,0,"8, 24, 10",0,0,2.008,0,"11, 33, 18",0,0,2.009,0,"91, 55, 20",0,0,2.108,0,Jumping in leaves,Towel and dog,0,0,2.008,0,She’s laughing at the girl who is falling,Bat and purse,Everyday,3-4 times per week,,1,-4,Negative,,,Unknown
10/6/2020 12:38,10/6/2020 20:00,IP Address,47.18.25.2,100,26541,TRUE,10/6/2020 20:00,R_Of1wOjZQORKkNvb,,,,,40.63150024,-74.51029968,anonymous,EN,Female,21,College of Arts and Communication,The dog runs to get the ball. ,The student has to take a test for school. ,The boy got his clothes dirty while playing baseball.,The friends drove their cars slowly under the tunnel to get to their party. ,"During summer after the school year, my family goes to the beach and eats ice cream. ",The school’s prom got ruined when the girl couldn’t go shopping for a dress. ,0,0,2.112,0,"3,2,0",0,0,2.01,0,"6,0,4",0,0,2.009,0,"4,7,6",0,0,2.009,0,"8,22,2",0,0,2.007,0,"11,13,18",0,0,2.009,0," , , ,",0,0,2.011,0,Plays with leaves,Towel dog ,0,0,2.11,0,Watching the girl fall,Bat purse,Everyday,Everyday,,0,-1,Negative,,,Unknown
10/7/2020 8:53,10/7/2020 8:59,IP Address,24.44.72.189,100,393,TRUE,10/7/2020 8:59,R_1hW3nuCK7cj40hI,,,,,40.94509888,-74.25309753,anonymous,EN,Male,21,College of Education,The dog caught the ball whilst going for a run,The student failed the test for school,The boy threw the baseball at his dirty clothes,Friends had a slow party in the tunnel in their cars,Summer ice cream sales funded the family beach trip ,The school girl ruined her prom night by shopping instead ,1.599,1.599,2.01,1,"3,-1,0",0,0,2.111,0,"6,1,4",0,0,2.009,0,"5,7,6",0,0,2.012,0,"8,24,10",0,0,2.11,0,"11,33,18",0,0,2.11,0,"91,55,40",0,0,2.107,0,Jumping into leaves ,Towel dog,0,0,2.008,0,Bystander ,Bat purse,3-4 times per week,1-2 times per week,,0,-1,Negative,,,Unknown
10/7/2020 9:03,10/7/2020 9:09,IP Address,69.125.202.155,100,351,TRUE,10/7/2020 9:09,R_09uwqcWjEYStXcB,,,,,41.03430176,-74.51670074,anonymous,EN,Female,22,College of Humanities and Social Science,I threw the ball for the dog and he saw him run after it,"As a student, I understand school must have tests ","When I have kids, I want a boy who will play baseball even if that means washing his dirty clothes",I was going to a party with my friends But the cars in the tunnel all went slow,"When school lets out for summer, my family goes to the beach for ice cream ","A girl went shopping for the school prom, and the dress she wanted was ruined ",0,0,2.113,0,"3, 0, 2",0,0,2.109,0,"6, 1, 4",0,0,2.01,0,"4, 7, 6",0,0,2.008,0,"8, 24, 10",0,0,2.009,0,"11, 33, 18",0,0,2.11,0,"91, 55, 40",0,0,2.011,0,He’s playing in the leaves ,"Towel, dog",0,0,2.009,0,She is laughing ,"Bat, purse ",Never,1-2 times per week,,0,1,Positive,,,Unknown
10/7/2020 9:09,10/7/2020 9:17,IP Address,149.151.83.56,100,467,TRUE,10/7/2020 9:17,R_2t2VTkrizVBhjt1,,,,,39.9499054,-75.08799744,anonymous,EN,Male,20,College of Science and Health,The dog wanted to run towards the ball,The student took a test at school,The boy got his clothes dirty from playing baseball,"After leaving a party with friends, they reached a tunnel with many slow cars","When school got out for summer, the family decided to go to the beach and get ice cream",Preasure from school prom ruined the girl's love for dress shopping,0,0,2.015,0,"3, 2, 0",0,0,2.116,0,"6, 1, 4",0,0,2.016,0,"4, 7, 6",0,0,2.014,0,"8, 24, 10",0,0,2.016,0,"11, 33, 18",0,0,2.123,0,"91, 55, 40",0,0,2.007,0,He's playing with a pile of leaves.,"Towel, dog",0,0,2.119,0,She's laughing at the girl falling.,"Bat, purse",1-2 times per week,Everyday,,0,-5,Negative,,,Unknown
10/7/2020 9:11,10/7/2020 9:18,IP Address,168.216.130.57,100,424,TRUE,10/7/2020 9:18,R_20PeXM9j75DkqlU,,,,,39.45249939,-77.96720123,anonymous,EN,Female,23,College of Arts and Communication,The dogs run to the ball,The student are at school for a test,The boys clothes are dirty from baseball ,There were slow cars in the tunnel to their friends party ,School is over for the summer so my family went for ice cream at the beach ,The girl is shopping because she ruined her dress for the school’s prom ,1.658,1.658,2.111,1,"3,2,0",0,0,2.11,0,"6,1,4",0,0,2.111,0,"4,7,6",0,0,2.008,0,"8,24,10",0,0,2.008,0,"11,33,18",0,0,2.108,0,"91,55,44",0,0,2.01,0,Jumping in leaves ,Towel dog ,0,0,2.11,0,Laughing at the girl who fell ,Bat purse ,Everyday,Everyday,,1,-1,Negative,,,Unknown
10/7/2020 9:48,10/7/2020 9:58,IP Address,149.151.76.207,100,602,TRUE,10/7/2020 9:58,R_3M3bwF8pQL0tJW1,,,,,40.94509888,-74.25309753,anonymous,EN,Male,21,College of Science and Health,I run with my dog dribbling a soccer ball.,At school the student had a test.,The boy got his clothes dirty playing baseball.,The cars driving through the tunnel was slow as the friends passed by on the way to a party.,Once school let out my family went to the beach to kick off the summer and we got ice cream.,The girl went dress shopping for her school prom and her mother ruined the experience.,0,0,1.848,0,"3,2,0",0,0,1.577,0,"6,1,4",0,0,1.946,0,"4,7,6",0,0,2.011,0,"8,24,10",0,0,2.008,0,"11,33,18",0,0,2.008,0,"91,55,40",0,0,2.108,0,Jumping into a pile of leaves,Towel Dog,0,0,2.108,0,Bullying the girl in yellow,Bat Purse,1-2 times per week,Never,,0,-6,Negative,,,Unknown
10/7/2020 10:35,10/7/2020 10:42,IP Address,148.88.245.6,100,467,TRUE,10/7/2020 10:42,R_W6eNTShCvfCcYaR,,,,,54.07949829,-2.727203369,anonymous,EN,Male,20,College of Science and Health,The dog's ball can't run. ,Students test in school. ,The dirty boy's baseball. ,A slow party sent the friends to their cars. ,A beach had ice cream for the family and the school on a summer trip. ,A school ruined the girl's prom shopping.,0,0,2.007,0,"3,4,0",0,0,2.008,0,"6,1,4",0,0,2.108,0,"4,7,8",0,0,2.008,0,"8, 24, 10",0,0,2.108,0,"11,33,18",0,0,2.008,0,"91, 55, 40",0,0,2.008,0,"He's jumping into the leaves. 
","towel, dog",0,0,2.108,0,She's about to laugh at the girl who's slipping. ,"bat, purse",Everyday,3-4 times per week,,0,2,Positive,,,Unknown
10/7/2020 14:53,10/7/2020 15:00,IP Address,173.54.65.149,100,410,TRUE,10/7/2020 15:00,R_2R35lUpnGdQBuj0,,,,,40.90570068,-74.07900238,anonymous,EN,Female,21,College of Arts and Communication,The dog will run to get the ball. ,Students go to school to take a test. ,"After the baseball game, the boys clothes were dirty. ",The friends were in the way to the party but the cars in the tunnel were slow. ,Schools out for summer so my family went to the beach for ice cream. ,The girl’s prom shopping for school was ruined when she ripped the dress. ,0,0,2.11,0,"3,2,0",0,0,2.008,0,"6,1,4",0,0,2.108,0,"4,7,6",0,0,2.108,0,"8,24,10",0,0,2.008,0,"11,32,18",0,0,2.007,0," , , ,",0,0,2.007,0,Jumping into leaves,Towel dog ,0,0,2.008,0,She’s laughing at the girl falling,Bat purse,1-2 times per week,3-4 times per week,,,,,,,
10/7/2020 15:39,10/7/2020 15:47,IP Address,46.199.240.190,100,520,TRUE,10/7/2020 15:47,R_veogap7wLVvpcuR,,,,,34.68739319,33.03660583,anonymous,EN,Female,22,College of Arts and Communication,The dog runs after the ball,The student studies at school for the test,The baseball clothes of the boy are dirty ,Their friends slowed down at the tunnel with their cars to go to the party,During the summer the family went after school for ice cream at the beach,The girl's school prom was ruined after shopping,0,0,2.016,0,"3,2,0",0,0,2.009,0,"6,1,4",0,0,2.012,0,"4,7,6",0,0,2.112,0,"8, 24,10",0,0,2.014,0,"11, 33, 18",0,0,2.11,0,"91, 55, 40",0,0,2.112,0,He is jumping on leaves," Towel, dog",0,0,1.928,0,She is laughing at the falling girl,"Bat, purse",Everyday,Everyday,,,,,,,
